model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,price_per_mile
3 series,2012,11500,automatic,41600,diesel,160,50.4,2.0,14,0.2764423076923077
x6,2014,16750,automatic,68787,diesel,305,37.7,3.0,12,0.24350531350400512
1 series,2017,21490,automatic,20000,petrol,150,39.8,3.0,9,1.0745
3 series,2014,13695,manual,51000,diesel,125,57.6,2.0,12,0.2685294117647059
4 series,2016,37940,semi-auto,21600,petrol,300,34.0,3.0,10,1.7564814814814815
1 series,2013,9950,automatic,62000,diesel,30,64.2,2.0,13,0.16048387096774194
1 series,2012,6990,manual,58000,diesel,30,62.8,2.0,14,0.12051724137931034
5 series,2012,11990,automatic,84000,diesel,165,51.4,3.0,14,0.14273809523809525
1 series,2010,5995,manual,106000,diesel,150,56.5,2.0,16,0.05655660377358491
1 series,2012,6750,manual,60000,diesel,125,58.9,2.0,14,0.1125
3 series,2017,15200,automatic,19147,petrol,145,47.9,2.0,9,0.7938580456468376
3 series,2007,3885,automatic,97284,diesel,260,42.2,2.0,19,0.039934624398667816
x5,2014,20985,automatic,40000,diesel,200,47.9,3.0,12,0.524625
1 series,2013,8485,manual,36075,diesel,30,62.8,2.0,13,0.2352044352044352
2 series,2018,18400,automatic,12004,petrol,145,50.4,1.5,8,1.5328223925358213
1 series,2010,2450,manual,117454,diesel,30,62.8,2.0,16,0.02085922999642413
3 series,2012,7000,manual,93819,diesel,20,68.9,2.0,14,0.07461175241688783
3 series,2017,17650,automatic,29426,petrol,200,43.5,2.0,9,0.5998096921090192
3 series,2013,9900,automatic,89543,diesel,125,60.1,2.0,13,0.11056140625174497
1 series,2013,15300,manual,39872,petrol,300,33.2,3.0,13,0.3837279293739968
x1,2015,16600,automatic,44105,diesel,125,57.6,2.0,11,0.37637456070740277
x3,2016,19000,automatic,22492,diesel,145,54.3,2.0,10,0.8447447981504534
x3,2013,15500,automatic,30000,diesel,165,50.4,2.0,13,0.5166666666666667
x5,2016,26250,automatic,29614,diesel,205,47.1,3.0,10,0.8864050786790032
6 series,2014,16500,automatic,59295,diesel,160,49.6,3.0,12,0.27826966860612196
7 series,2019,49000,automatic,2000,hybrid,135,113.0,2.0,7,24.5
x5,2017,27000,automatic,21470,diesel,145,45.6,3.0,9,1.2575687005123428
x5,2014,24999,automatic,52484,diesel,200,47.1,3.0,12,0.47631659172319185
3 series,2013,7499,manual,112000,diesel,20,68.9,2.0,13,0.06695535714285715
1 series,2016,8999,manual,94300,diesel,0,83.1,1.5,10,0.09542948038176034
3 series,2016,17999,automatic,45000,diesel,160,49.6,3.0,10,0.39997777777777777
1 series,2016,8999,manual,106600,diesel,0,83.1,1.5,10,0.08441838649155722
1 series,2016,12499,manual,42150,petrol,125,53.3,1.5,10,0.2965361803084223
z3,1999,3950,manual,58000,petrol,270,35.3,1.9,27,0.06810344827586207
m3,2009,16950,manual,65000,petrol,580,21.9,4.0,17,0.26076923076923075
3 series,2008,5985,automatic,76000,petrol,235,39.2,3.0,18,0.07875
3 series,2013,10985,automatic,70000,diesel,165,50.4,2.0,13,0.15692857142857142
5 series,2017,15995,automatic,59069,diesel,30,68.9,2.0,9,0.2707850141360104
3 series,2013,11650,manual,50708,petrol,200,41.5,2.0,13,0.22974678551707817
1 series,2015,11995,automatic,32840,petrol,125,50.4,1.6,11,0.3652557856272838
2 series,2016,15495,automatic,34391,diesel,20,68.9,1.5,10,0.45055392399174204
x1,2015,13495,automatic,30951,diesel,165,52.3,2.0,11,0.4360117605247003
1 series,2014,15295,automatic,28893,petrol,235,37.7,3.0,12,0.5293669746997542
x1,2012,8999,manual,41000,diesel,160,51.4,2.0,14,0.21948780487804878
1 series,2015,15499,automatic,32000,petrol,235,37.7,3.0,11,0.48434375
3 series,2013,11999,manual,40000,diesel,125,57.6,2.0,13,0.299975
x5,2014,19999,automatic,80000,diesel,200,47.9,2.0,12,0.2499875
x3,2014,13999,automatic,106870,diesel,150,54.3,2.0,12,0.13099092355197903
1 series,2016,9999,manual,82850,diesel,0,83.1,1.5,10,0.12068799034399517
4 series,2016,13999,manual,43000,diesel,30,67.3,2.0,10,0.3255581395348837
x3,2011,9999,automatic,72500,diesel,165,50.4,2.0,15,0.13791724137931036
1 series,2016,9495,manual,49000,petrol,30,56.5,1.5,10,0.19377551020408162
3 series,2009,6695,manual,77000,diesel,145,53.3,2.0,17,0.08694805194805195
5 series,2004,4250,automatic,90000,petrol,325,26.6,4.4,22,0.04722222222222222
5 series,2012,9499,automatic,129000,diesel,165,51.4,3.0,14,0.07363565891472869
5 series,2012,8950,manual,56700,diesel,30,62.8,2.0,14,0.15784832451499117
z4,2004,1995,manual,114000,petrol,325,32.1,2.2,22,0.0175
x3,2017,19980,automatic,55780,diesel,150,54.3,2.0,9,0.35819290068124776
3 series,2018,24000,automatic,15331,petrol,145,40.4,3.0,8,1.5654556128106452
x5,2019,44000,automatic,11900,diesel,145,37.7,3.0,7,3.697478991596639
x5,2017,31000,automatic,30749,diesel,145,47.1,3.0,9,1.0081628670851084
1 series,2013,7500,manual,29000,diesel,120,58.9,2.0,13,0.25862068965517243
1 series,2009,5295,manual,77000,petrol,205,42.8,2.0,17,0.06876623376623377
6 series,2016,21795,automatic,27483,diesel,200,49.6,3.0,10,0.7930356947931448
3 series,2013,9295,manual,55125,diesel,30,62.8,2.0,13,0.16861678004535147
1 series,2012,5495,manual,73853,diesel,125,60.1,2.0,14,0.07440456041054527
1 series,2013,14999,automatic,45000,petrol,235,37.7,3.0,13,0.3333111111111111
x5,2017,34999,automatic,30000,other,130,85.6,2.0,9,1.1666333333333334
1 series,2013,8999,manual,57000,diesel,30,65.7,2.0,13,0.15787719298245614
1 series,2015,8999,manual,97800,diesel,0,83.1,1.5,11,0.09201431492842536
3 series,2014,11490,automatic,51783,diesel,125,60.1,2.0,12,0.22188749203406524
x4,2016,22490,automatic,57000,diesel,205,47.1,3.0,10,0.39456140350877195
3 series,2009,5999,automatic,120000,petrol,305,34.0,3.0,17,0.04999166666666666
x5,2017,29950,automatic,23000,diesel,145,50.4,2.0,9,1.3021739130434782
z4,2016,18948,automatic,10000,petrol,205,41.5,2.0,10,1.8948
1 series,2017,17448,automatic,8000,petrol,150,54.3,1.5,9,2.181
x5,2013,19948,automatic,43000,diesel,305,38.2,3.0,13,0.4639069767441861
x3,2014,15995,automatic,35000,diesel,160,50.4,2.0,12,0.457
x5,2009,10890,automatic,71000,diesel,330,34.4,3.0,17,0.15338028169014084
7 series,2007,5200,automatic,83000,diesel,325,34.4,2.5,19,0.06265060240963856
1 series,2008,2999,manual,92000,petrol,200,44.1,2.0,18,0.03259782608695652
1 series,2012,6495,manual,78600,petrol,145,49.6,1.6,14,0.08263358778625954
2 series,2016,12695,manual,42000,petrol,125,53.3,1.5,10,0.3022619047619048
x3,2007,4990,automatic,100000,diesel,555,32.8,3.0,19,0.0499
3 series,2012,11490,automatic,89977,diesel,125,60.1,2.0,14,0.1276993009324605
1 series,2012,7000,manual,68397,diesel,30,62.8,2.0,14,0.10234367004400778
x3,2012,10800,automatic,62335,diesel,160,50.4,2.0,14,0.1732573995347718
x4,2015,21800,automatic,26722,diesel,205,47.9,3.0,11,0.8158072000598757
z4,2014,13200,manual,37957,petrol,200,41.5,2.0,12,0.347761941143926
m2,2018,23495,automatic,17000,petrol,145,39.8,3.0,8,1.3820588235294118
m2,2018,39995,semi-auto,6120,petrol,150,29.1,3.0,8,6.535130718954249
3 series,2011,7495,automatic,102000,diesel,200,46.3,3.0,15,0.07348039215686275
5 series,2010,6980,automatic,164500,diesel,140,53.3,2.0,16,0.04243161094224924
3 series,2012,6480,manual,112000,diesel,30,61.4,2.0,14,0.05785714285714286
3 series,2000,1550,automatic,93000,petrol,270,29.7,2.5,26,0.016666666666666666
1 series,2018,14750,automatic,24791,petrol,150,55.5,1.5,8,0.5949739824936469
x1,2017,16780,manual,33941,diesel,125,58.9,2.0,9,0.49438731917150347
3 series,2002,2350,manual,99000,petrol,325,30.1,2.2,24,0.023737373737373738
x5,2011,15980,automatic,46000,petrol,570,22.6,4.4,15,0.3473913043478261
x1,2013,7640,manual,67000,diesel,160,51.4,2.0,13,0.11402985074626866
x3,2014,9990,automatic,107000,diesel,165,50.4,2.0,12,0.0933644859813084
5 series,2012,11440,automatic,71000,diesel,240,43.5,3.0,14,0.1611267605633803
x3,2011,8440,automatic,85000,diesel,165,50.4,2.0,15,0.09929411764705882
m4,2018,36440,automatic,16000,petrol,150,34.0,3.0,8,2.2775
3 series,2009,4740,manual,91000,diesel,125,57.6,2.0,17,0.05208791208791209
3 series,2009,3490,manual,89000,petrol,165,47.9,2.0,17,0.039213483146067415
5 series,2013,6990,automatic,108000,diesel,125,57.6,2.0,13,0.06472222222222222
3 series,2006,2795,manual,76000,diesel,160,50.4,2.0,20,0.036776315789473685
1 series,2010,3350,manual,93890,diesel,30,62.8,2.0,16,0.03568005112365534
3 series,2007,2550,manual,103000,diesel,205,49.6,2.0,19,0.02475728155339806
x2,2019,28000,automatic,2920,diesel,150,58.9,2.0,7,9.58904109589041
x1,2016,21390,automatic,22595,petrol,160,44.8,2.0,10,0.9466696171719406
5 series,2017,21390,automatic,33543,diesel,150,65.7,2.0,9,0.6376889365888561
3 series,2012,7999,automatic,85000,diesel,20,68.9,2.0,14,0.09410588235294118
1 series,2013,11999,automatic,33000,diesel,30,64.2,2.0,13,0.3636060606060606
5 series,2010,11999,automatic,55000,petrol,555,27.2,4.4,16,0.21816363636363637
5 series,2007,2499,automatic,129000,diesel,330,35.8,2.5,19,0.019372093023255814
5 series,2010,6500,automatic,129000,diesel,205,46.3,3.0,16,0.050387596899224806
7 series,2012,12495,automatic,41000,diesel,260,41.5,3.0,14,0.3047560975609756
3 series,2013,11495,automatic,62000,diesel,30,62.8,2.0,13,0.1854032258064516
m4,2017,32000,automatic,24905,petrol,150,34.0,3.0,9,1.2848825537040756
x4,2019,55000,automatic,2233,petrol,145,24.8,3.0,7,24.63054187192118
2 series,2019,19190,automatic,12790,diesel,145,51.4,2.0,7,1.5003909304143863
1 series,2015,14000,automatic,17543,diesel,20,70.6,2.0,11,0.7980391039160919
3 series,2018,20490,automatic,12054,diesel,150,64.2,2.0,8,1.6998506719761075
1 series,2017,14290,manual,23674,petrol,125,52.3,1.5,9,0.6036157810255977
1 series,2015,7740,manual,85000,diesel,0,83.1,1.5,11,0.09105882352941176
x1,2018,19250,automatic,4972,diesel,145,60.1,2.0,8,3.8716814159292037
x2,2019,21400,automatic,11151,petrol,145,40.4,2.0,7,1.919110393686665
5 series,2018,19500,automatic,37281,petrol,145,50.4,2.0,8,0.523054639092299
5 series,2018,19500,automatic,42226,petrol,145,50.4,2.0,8,0.4618007862454412
1 series,2017,14000,automatic,40511,diesel,145,62.8,2.0,9,0.34558514971242377
x1,2017,16400,automatic,29657,diesel,145,65.7,2.0,9,0.5529891762484405
3 series,2018,17000,automatic,10877,petrol,145,54.3,1.5,8,1.562930955226625
1 series,2016,13000,manual,21909,petrol,125,52.3,1.5,10,0.5933634579396595
1 series,2017,21880,automatic,25611,petrol,145,39.8,3.0,9,0.8543204091991722
x5,2019,48000,automatic,7513,diesel,150,37.7,3.0,7,6.388925861839478
1 series,2016,11200,manual,17863,diesel,0,83.1,1.5,10,0.6269943458545597
1 series,2017,12000,manual,41927,diesel,145,68.9,2.0,9,0.2862117489922961
3 series,2015,15300,automatic,51344,diesel,165,52.3,3.0,11,0.2979900280461203
x6,2019,57000,automatic,8480,diesel,150,34.9,3.0,7,6.721698113207547
2 series,2018,17890,automatic,9370,petrol,150,40.9,1.5,8,1.9092849519743864
2 series,2020,31590,manual,980,petrol,145,43.5,1.5,6,32.234693877551024
1 series,2013,9880,automatic,53346,petrol,145,48.7,1.6,13,0.1852060135717767
x1,2017,19490,automatic,27988,diesel,145,57.6,2.0,9,0.6963698728026297
2 series,2016,13790,manual,11338,diesel,30,65.7,2.0,10,1.2162638913388604
x2,2018,23000,automatic,10369,diesel,145,58.9,2.0,8,2.218150255569486
6 series,2016,18450,automatic,32449,diesel,160,51.4,3.0,10,0.5685845480600327
4 series,2016,15750,automatic,62046,diesel,30,65.7,2.0,10,0.253843922251233
5 series,2015,13600,automatic,60892,diesel,125,60.1,2.0,11,0.22334625238126518
2 series,2020,25000,automatic,2980,petrol,145,40.9,1.5,6,8.389261744966444
x1,2014,12880,automatic,38206,diesel,145,56.5,2.0,12,0.3371198241113961
2 series,2016,12590,automatic,45458,diesel,20,68.9,2.0,10,0.2769589511197149
3 series,2018,26000,automatic,11261,petrol,145,41.5,3.0,8,2.308853565402717
3 series,2017,18000,automatic,24599,diesel,150,62.8,2.0,9,0.7317370624822147
4 series,2015,13000,automatic,56131,diesel,30,62.8,2.0,11,0.23160107605423028
x4,2016,21400,automatic,44352,diesel,150,54.3,2.0,10,0.4825036075036075
x4,2017,23900,automatic,23604,diesel,150,54.3,2.0,9,1.0125402474156922
x3,2016,16250,automatic,74838,diesel,145,54.3,2.0,10,0.21713567973489403
3 series,2016,11000,manual,68052,diesel,20,68.9,2.0,10,0.16164109798389467
5 series,2017,16400,automatic,39728,diesel,125,60.1,2.0,9,0.41280708819975837
3 series,2017,14200,manual,24589,diesel,150,67.3,2.0,9,0.5774940013827321
x3,2016,19300,manual,29281,diesel,165,52.3,2.0,10,0.6591304941771114
1 series,2019,16900,automatic,4176,petrol,145,55.5,1.5,7,4.046934865900383
1 series,2019,18700,automatic,9520,petrol,150,54.3,1.5,7,1.9642857142857142
x1,2017,17500,automatic,44882,petrol,165,44.8,2.0,9,0.3899113230248206
3 series,2016,14300,manual,20955,petrol,205,40.4,2.0,10,0.6824146981627297
x3,2013,13100,automatic,63505,diesel,165,50.4,2.0,13,0.2062829698448941
4 series,2018,18300,automatic,37491,petrol,145,45.6,2.0,8,0.48811714811554774
x5,2016,24000,automatic,72219,diesel,205,47.1,3.0,10,0.33232251900469406
3 series,2018,18600,automatic,33254,diesel,150,64.2,2.0,8,0.5593312082756962
3 series,2016,12700,automatic,47266,diesel,30,65.7,2.0,10,0.26869208310413406
1 series,2013,9000,manual,39856,diesel,125,58.9,2.0,13,0.2258129265355279
3 series,2016,13850,automatic,32869,diesel,30,67.3,2.0,10,0.4213696796373483
1 series,2017,11700,automatic,69643,diesel,30,62.8,2.0,9,0.1679996553853223
1 series,2015,12950,automatic,74238,diesel,125,60.1,2.0,11,0.17443896656698726
1 series,2015,11000,manual,40829,diesel,20,70.6,1.5,11,0.2694163462244973
3 series,2018,15000,automatic,39758,petrol,145,51.4,2.0,8,0.37728255948488354
5 series,2017,16400,automatic,67287,diesel,20,68.9,2.0,9,0.24373207306017508
1 series,2017,13200,automatic,24614,petrol,150,58.9,1.5,9,0.5362801657593239
5 series,2016,16600,automatic,21166,diesel,30,62.8,2.0,10,0.7842766701313427
x1,2017,12700,manual,62344,diesel,150,68.9,2.0,9,0.20370845630694212
x3,2015,12250,automatic,91083,diesel,150,54.3,2.0,11,0.13449271543537214
x1,2014,11000,automatic,37905,diesel,165,52.3,2.0,12,0.29019918216594115
3 series,2016,14750,automatic,67801,diesel,125,60.1,2.0,10,0.21754841374021033
3 series,2016,11300,automatic,73178,diesel,20,70.6,2.0,10,0.15441799447921506
2 series,2015,10500,automatic,44056,petrol,30,55.4,1.5,11,0.238333030688215
5 series,2016,12250,automatic,83189,diesel,20,68.9,2.0,10,0.14725504573922032
x2,2020,33890,automatic,1980,petrol,145,34.0,2.0,6,17.116161616161616
x5,2019,51890,automatic,5980,diesel,145,37.7,3.0,7,8.677257525083611
5 series,2015,13400,automatic,56889,diesel,30,62.8,2.0,11,0.2355464149484083
5 series,2017,15750,automatic,28762,diesel,30,62.8,2.0,9,0.5475975245115082
x3,2016,18850,automatic,56782,diesel,145,54.3,2.0,10,0.3319713993871297
3 series,2020,43880,automatic,5980,hybrid,135,8.8,2.0,6,7.337792642140468
2 series,2019,21390,automatic,9490,petrol,145,39.2,1.5,7,2.2539515279241304
x6,2019,56290,automatic,5980,diesel,145,34.9,3.0,7,9.41304347826087
7 series,2019,47890,automatic,7414,diesel,145,44.8,3.0,7,6.459401132991638
x3,2017,24390,automatic,23389,diesel,150,54.3,2.0,9,1.0427978964470477
2 series,2017,15100,manual,31265,petrol,145,47.1,1.5,9,0.4829681752758676
x3,2016,13400,automatic,85575,diesel,150,54.3,2.0,10,0.15658778848962898
x3,2017,21700,automatic,21617,diesel,150,54.3,2.0,9,1.0038395707082388
5 series,2017,14200,automatic,65319,diesel,125,60.1,2.0,9,0.2173946324959047
3 series,2016,13000,automatic,34303,petrol,125,54.3,1.5,10,0.3789755998017666
1 series,2016,10500,manual,45340,diesel,0,83.1,1.5,10,0.23158359064843406
x1,2016,11950,automatic,89114,diesel,30,65.7,2.0,10,0.1340978970756559
3 series,2013,10200,automatic,74561,diesel,30,62.8,2.0,13,0.13680074033341827
3 series,2017,12750,manual,41732,petrol,145,48.7,2.0,9,0.3055209431611234
x1,2016,16400,automatic,47406,diesel,125,57.6,2.0,10,0.3459477703244315
7 series,2016,26800,automatic,30194,diesel,150,54.3,3.0,10,0.8875935616347619
1 series,2016,9800,manual,33835,petrol,30,56.5,1.5,10,0.28964090438894635
5 series,2016,14000,automatic,48403,diesel,30,62.8,2.0,10,0.28923827035514327
3 series,2013,8800,manual,60863,diesel,125,57.6,2.0,13,0.1445870233146575
2 series,2017,13000,manual,28706,petrol,125,52.3,1.5,9,0.4528669964467359
5 series,2017,16700,automatic,36164,diesel,125,60.1,2.0,9,0.4617852007521292
4 series,2016,16700,automatic,43463,diesel,30,65.7,2.0,10,0.38423486643811977
2 series,2015,13700,automatic,52541,diesel,125,57.6,2.0,11,0.2607487485963343
x1,2016,14500,automatic,51505,diesel,30,65.7,2.0,10,0.2815260654305407
1 series,2016,13000,automatic,24297,diesel,20,72.4,1.5,10,0.5350454788657036
3 series,2016,16000,automatic,34383,diesel,30,64.2,2.0,10,0.465346246691679
3 series,2017,13300,automatic,41685,diesel,145,67.3,2.0,9,0.31905961376994124
x1,2017,13400,manual,44580,diesel,150,68.9,2.0,9,0.30058322117541497
2 series,2018,17400,automatic,7209,petrol,150,40.9,1.5,8,2.4136496046608404
1 series,2014,9000,manual,39719,diesel,30,65.7,2.0,12,0.2265918074473174
5 series,2015,13450,automatic,64560,diesel,30,62.8,2.0,11,0.20833333333333334
x4,2016,21900,automatic,20737,diesel,145,54.3,2.0,10,1.0560833293147514
1 series,2017,13900,automatic,31672,diesel,20,67.3,2.0,9,0.43887345289214447
3 series,2016,15800,automatic,16319,diesel,30,64.2,2.0,10,0.9681965806728353
4 series,2019,25995,automatic,5000,petrol,150,45.6,2.0,7,5.199
2 series,2017,14300,manual,22445,petrol,125,50.4,1.5,9,0.6371129427489418
1 series,2016,12200,manual,17941,petrol,125,53.3,1.5,10,0.6800066885903796
1 series,2017,10500,manual,48781,diesel,145,68.9,2.0,9,0.21524773989873106
5 series,2014,11700,manual,50347,diesel,125,57.6,2.0,12,0.23238723260571634
5 series,2017,13900,automatic,69110,diesel,125,60.1,2.0,9,0.20112863550860946
3 series,2016,13800,manual,15539,diesel,30,67.3,2.0,10,0.8880880365531888
5 series,2017,18700,automatic,28893,diesel,150,68.9,2.0,9,0.64721558855086
5 series,2017,15000,automatic,41026,diesel,30,62.8,2.0,9,0.3656218008092429
x5,2016,22900,automatic,42421,diesel,160,50.4,2.0,10,0.5398269724900403
2 series,2017,11800,manual,31601,diesel,150,74.3,1.5,9,0.37340590487642794
x5,2015,21000,automatic,32352,diesel,150,53.3,2.0,11,0.6491097922848664
3 series,2013,6995,manual,93729,petrol,125,53.3,1.6,13,0.07463005046463742
3 series,2012,7995,automatic,77028,diesel,30,62.8,2.0,14,0.10379342576725346
3 series,2006,4000,automatic,61808,petrol,305,35.8,2.0,20,0.06471654154801967
x1,2010,6495,automatic,90000,diesel,200,45.6,2.0,16,0.07216666666666667
3 series,2014,13200,automatic,58436,diesel,145,56.5,2.0,12,0.2258881511397084
2 series,2016,12200,manual,33764,diesel,20,74.3,1.5,10,0.36133159578249024
1 series,2017,11850,manual,32285,diesel,150,68.9,2.0,9,0.3670435186619173
1 series,2016,10800,manual,27109,petrol,125,53.3,1.5,10,0.3983916780405031
5 series,2019,24400,automatic,32025,petrol,150,47.9,2.0,7,0.7619047619047619
7 series,2017,23800,automatic,22363,diesel,150,60.1,3.0,9,1.0642579260385459
2 series,2017,14600,automatic,24170,petrol,145,53.3,1.5,9,0.604054613156806
3 series,2012,8500,automatic,73575,diesel,30,62.8,2.0,14,0.11552837240910635
3 series,2014,15300,automatic,36846,diesel,125,57.6,3.0,12,0.4152418172936004
3 series,2016,12400,manual,34657,diesel,20,68.9,2.0,10,0.3577920766367545
3 series,2017,12000,manual,57363,diesel,20,68.9,2.0,9,0.20919407980754146
1 series,2015,8800,manual,59496,diesel,0,83.1,1.5,11,0.14790910313298372
5 series,2016,13000,manual,39178,diesel,30,65.7,2.0,10,0.33181887794170195
2 series,2017,12900,automatic,22920,diesel,20,68.9,2.0,9,0.56282722513089
3 series,2015,9600,manual,56398,diesel,20,68.9,2.0,11,0.17021880208518034
1 series,2017,16700,automatic,25076,diesel,125,60.1,2.0,9,0.6659754346785771
4 series,2016,13800,automatic,68589,diesel,30,65.7,2.0,10,0.20119844289900712
1 series,2018,16700,manual,16411,diesel,145,49.6,2.0,8,1.0176101395405521
1 series,2016,11900,manual,23109,petrol,125,53.3,1.5,10,0.5149508849366048
1 series,2016,9100,automatic,81751,diesel,0,78.5,1.5,10,0.11131362307494709
3 series,2016,12100,manual,53855,diesel,30,62.8,2.0,10,0.22467737443134342
1 series,2014,8800,manual,35974,diesel,0,74.3,1.6,12,0.2446211152499027
7 series,2012,12500,automatic,66294,diesel,160,50.4,3.0,14,0.1885540169547772
3 series,2016,10800,automatic,80077,diesel,20,70.6,2.0,10,0.1348701874445846
